Ensembl ID,Gene symbol,Gene type,OS1,OS2,OS3,OS4,LS1,LS2,LS3,LS4
ENSG00000121481.10,RNF2,protein_coding,715,757,583,717,535,430,508,608
ENSG00000121486.11,TRMT1L,protein_coding,642,778,601,715,950,579,719,840
ENSG00000121542.11,SEC22A,protein_coding,372,598,458,431,394,415,379,462
ENSG00000121570.12,DPPA4,protein_coding,13,4,4,2,11,1,6,9
ENSG00000121577.13,POPDC2,protein_coding,19,24,5,6,19,26,12,23
ENSG00000121578.12,B4GALT4,protein_coding,76,166,101,113,87,88,107,83
ENSG00000121579.12,NAA50,protein_coding,3716,4624,3583,3544,3433,2716,3035,3628
ENSG00000121621.6,KIF18A,protein_coding,145,318,148,143,60,54,64,66
ENSG00000121644.18,DESI2,protein_coding,1882,2620,1758,1790,1953,1355,1841,2175
ENSG00000121653.11,MAPK8IP1,protein_coding,48,49,58,37,42,50,50,49
ENSG00000121671.11,CRY2,protein_coding,143,258,110,117,119,100,206,196
ENSG00000121680.15,PEX16,protein_coding,257,411,273,331,225,185,280,318
ENSG00000121690.9,DEPDC7,protein_coding,12,13,4,8,3,2,11,13
ENSG00000121691.4,CAT,protein_coding,924,1346,748,928,1080,794,1004,1138
ENSG00000121716.18,PILRB,protein_coding,11,40,21,33,44,7,57,25
ENSG00000121741.16,ZMYM2,protein_coding,1709,2453,1500,1908,2023,1151,1991,2017
ENSG00000121743.3,GJA3,protein_coding,8,5,14,27,4,1,4,16
ENSG00000121749.15,TBC1D15,protein_coding,626,814,562,683,672,418,609,821
ENSG00000121753.12,ADGRB2,protein_coding,13,29,13,12,29,17,33,21
ENSG00000121764.11,HCRTR1,protein_coding,0,48,7,18,22,7,27,10
ENSG00000121766.14,ZCCHC17,protein_coding,1215,1761,1350,1398,895,938,875,1231
ENSG00000121769.7,FABP3,protein_coding,16,9,5,17,11,6,7,18
ENSG00000121774.17,KHDRBS1,protein_coding,3877,3993,3608,4025,2531,2402,2769,3385
ENSG00000121775.17,TMEM39B,protein_coding,1007,1358,800,870,973,697,1009,1098
ENSG00000121797.9,CCRL2,protein_coding,526,744,465,624,1189,713,1164,1348
ENSG00000121851.12,POLR3GL,protein_coding,618,642,532,594,790,671,584,723
ENSG00000121858.10,TNFSF10,protein_coding,1269,1185,933,1063,165,71,124,203
ENSG00000121864.9,ZNF639,protein_coding,1375,1647,1158,1243,1444,1027,1299,1399
ENSG00000121871.3,SLITRK3,protein_coding,7,13,6,13,16,9,9,16
ENSG00000121879.3,PIK3CA,protein_coding,990,1445,1065,1181,1465,943,1186,1397
ENSG00000121892.14,PDS5A,protein_coding,5772,7637,5272,5701,6186,4569,5876,6927
ENSG00000121895.7,TMEM156,protein_coding,36,54,16,13,114,24,45,51
ENSG00000121897.13,LIAS,protein_coding,158,246,171,164,70,86,139,204
ENSG00000121898.12,CPXM2,protein_coding,2,41,21,14,64,51,70,93
ENSG00000121900.18,TMEM54,protein_coding,719,1026,496,579,816,924,799,893
ENSG00000121903.14,ZSCAN20,protein_coding,135,250,149,183,282,148,311,212
ENSG00000121904.17,CSMD2,protein_coding,57,71,59,54,107,80,114,154
ENSG00000121905.9,HPCA,protein_coding,4,6,8,8,15,4,20,14
ENSG00000121931.15,LRIF1,protein_coding,1180,1514,1019,1089,1431,879,1321,1407
ENSG00000121933.17,ADORA3,protein_coding,20,29,13,27,19,51,63,20
ENSG00000121940.15,CLCC1,protein_coding,712,991,554,636,371,489,537,749
ENSG00000121957.12,GPSM2,protein_coding,287,407,322,387,428,277,420,433
ENSG00000121964.14,GTDC1,protein_coding,426,612,423,365,191,285,278,356
ENSG00000121966.6,CXCR4,protein_coding,5464,5694,4706,5145,190,277,325,260
ENSG00000121988.17,ZRANB3,protein_coding,272,445,267,261,251,191,280,269
ENSG00000121989.14,ACVR2A,protein_coding,370,498,337,378,430,277,408,505
ENSG00000122008.15,POLK,protein_coding,483,736,470,592,685,436,609,757
ENSG00000122012.13,SV2C,protein_coding,7,7,12,12,10,12,10,27
ENSG00000122026.10,RPL21,protein_coding,1526,1805,1420,1618,910,854,1047,1141
ENSG00000122033.14,MTIF3,protein_coding,1012,1248,859,1067,1155,879,948,1240
ENSG00000122034.12,GTF3A,protein_coding,1889,2312,1896,1936,2227,1622,1841,2082
ENSG00000122035.6,RASL11A,protein_coding,8,33,12,8,9,15,18,42
ENSG00000122042.9,UBL3,protein_coding,1277,1652,1125,1165,1942,1446,1661,1899
ENSG00000122068.12,FYTTD1,protein_coding,3084,4052,2575,2937,3678,2767,3560,3815
ENSG00000122085.16,MTERF4,protein_coding,611,1003,668,726,696,548,782,910
ENSG00000122121.10,XPNPEP2,protein_coding,5,7,0,0,6,0,1,1
ENSG00000122126.15,OCRL,protein_coding,1566,2103,1252,1575,964,951,979,1077
ENSG00000122140.10,MRPS2,protein_coding,1441,1843,1190,1244,874,916,874,1059
ENSG00000122176.10,FMOD,protein_coding,19,29,28,24,23,9,41,26
ENSG00000122180.4,MYOG,protein_coding,0,3,5,10,4,6,2,2
ENSG00000122188.12,LAX1,protein_coding,1,2,5,1,14,2,5,11
ENSG00000122194.18,PLG,protein_coding,1,5,3,4,3,1,2,8
ENSG00000122203.14,KIAA1191,protein_coding,4255,5906,3913,4243,4865,3459,4853,5255
ENSG00000122218.14,COPA,protein_coding,8798,13476,8329,9088,7553,5523,7881,8687
ENSG00000122223.12,CD244,protein_coding,0,0,1,3,3,2,4,4
ENSG00000122224.17,LY9,protein_coding,6,3,9,17,10,10,9,8
ENSG00000122254.6,HS3ST2,protein_coding,0,7,2,3,1,1,5,4
ENSG00000122257.18,RBBP6,protein_coding,3759,5197,3420,4159,5506,3073,5427,5140
ENSG00000122299.11,ZC3H7A,protein_coding,1452,2141,1390,1621,1565,1030,1900,1856
ENSG00000122335.13,SERAC1,protein_coding,387,580,409,437,500,318,548,527
ENSG00000122359.17,ANXA11,protein_coding,2549,3940,2800,2999,3543,2391,2823,3482
ENSG00000122367.19,LDB3,protein_coding,3,13,11,4,5,4,5,9
ENSG00000122376.11,FAM35A,protein_coding,463,530,459,566,181,151,274,293
ENSG00000122378.13,FAM213A,protein_coding,8370,10975,9315,9762,4932,3888,5635,6034
ENSG00000122386.10,ZNF205,protein_coding,307,589,321,356,287,195,429,405
ENSG00000122390.17,NAA60,protein_coding,1333,1921,1427,1309,1676,1050,1438,1707
ENSG00000122406.12,RPL5,protein_coding,19889,23435,18193,19778,9511,9057,10841,11769
ENSG00000122417.15,ODF2L,protein_coding,878,1155,911,1019,1464,960,1587,1628
ENSG00000122420.9,PTGFR,protein_coding,35,31,34,42,38,36,52,52
ENSG00000122432.16,SPATA1,transcribed_unprocessed_pseudogene,41,54,49,56,77,68,66,117
ENSG00000122435.9,TRMT13,protein_coding,353,484,344,342,506,399,565,572
ENSG00000122477.12,LRRC39,protein_coding,40,49,44,45,45,34,54,71
ENSG00000122481.16,RWDD3,protein_coding,106,119,56,96,103,104,104,104
ENSG00000122482.20,ZNF644,protein_coding,1854,2158,1623,1872,1672,1404,1611,1979
ENSG00000122483.17,CCDC18,protein_coding,287,519,358,342,300,290,364,448
ENSG00000122484.8,RPAP2,protein_coding,628,858,555,583,505,453,453,593
ENSG00000122490.18,PQLC1,protein_coding,702,689,595,616,533,548,557,649
ENSG00000122507.20,BBS9,protein_coding,196,278,136,177,258,182,274,309
ENSG00000122512.14,PMS2,protein_coding,162,278,123,182,143,126,100,109
ENSG00000122515.14,ZMIZ2,protein_coding,1613,2900,1816,1853,4352,2693,4426,5068
ENSG00000122545.17,7-Sep,protein_coding,4204,5109,3644,4297,4621,3606,4480,5353
ENSG00000122547.10,EEPD1,protein_coding,70,97,64,57,111,65,119,132
ENSG00000122550.17,KLHL7,protein_coding,862,1083,780,802,984,759,870,962
ENSG00000122557.9,HERPUD2,protein_coding,1483,2071,1556,1832,1197,1174,1290,1426
ENSG00000122565.18,CBX3,protein_coding,4853,5495,4634,4950,3832,3147,3452,4171
ENSG00000122566.20,HNRNPA2B1,protein_coding,30036,33611,26952,28257,44760,30398,39211,42342
ENSG00000122574.10,WIPF3,protein_coding,6,8,7,7,10,7,8,14
ENSG00000122584.12,NXPH1,protein_coding,3,4,8,3,3,4,4,7
ENSG00000122591.11,FAM126A,protein_coding,3113,3584,2616,3529,4322,3229,4184,5007
ENSG00000122592.7,HOXA7,protein_coding,6,40,13,7,6,2,11,5
ENSG00000122641.9,INHBA,protein_coding,1146,918,755,970,106,169,203,205
ENSG00000122642.10,FKBP9,protein_coding,2906,4685,2623,3247,2364,1913,2922,3251
ENSG00000122643.18,NT5C3A,protein_coding,376,427,368,368,460,226,439,507
ENSG00000122644.12,ARL4A,protein_coding,686,781,627,619,1092,403,1080,1105
ENSG00000122674.11,CCZ1,protein_coding,1551,2090,1309,1604,1280,967,1413,1453
ENSG00000122678.14,POLM,protein_coding,602,1020,584,627,1041,619,1148,1225
ENSG00000122687.17,FTSJ2,protein_coding,1065,1302,935,1046,833,710,800,776
ENSG00000122691.12,TWIST1,protein_coding,1,1,3,1,0,2,1,2
ENSG00000122692.8,SMU1,protein_coding,1570,2039,1114,1506,1298,913,1219,1475
ENSG00000122694.15,GLIPR2,protein_coding,202,212,184,202,213,270,169,267
ENSG00000122696.12,SLC25A51,protein_coding,531,611,439,404,540,543,669,635
ENSG00000122705.16,CLTA,protein_coding,9869,12068,9762,9907,8702,6869,7670,10570
ENSG00000122707.11,RECK,protein_coding,617,1027,724,683,1957,1148,1763,1776
ENSG00000122728.6,TAF1L,protein_coding,218,322,204,191,159,141,212,218
ENSG00000122729.18,ACO1,protein_coding,1069,1650,1275,1338,991,867,1065,1114
ENSG00000122733.12,PHF24,protein_coding,2,1,8,3,6,4,11,19
ENSG00000122735.15,DNAI1,protein_coding,2,0,4,6,7,4,3,11
ENSG00000122741.15,DCAF10,protein_coding,818,1157,727,841,1209,829,1055,1354
ENSG00000122756.14,CNTFR,protein_coding,0,1,1,0,1,3,2,4
ENSG00000122778.9,KIAA1549,protein_coding,1019,1772,872,1120,2174,1087,1708,1996
ENSG00000122779.16,TRIM24,protein_coding,939,1411,889,989,558,413,524,559
ENSG00000122783.16,C7orf49,protein_coding,298,462,235,267,107,46,95,97
ENSG00000122786.19,CALD1,protein_coding,16397,20345,15123,16350,13060,14285,13415,16913
ENSG00000122824.10,NUDT10,protein_coding,9,9,10,8,6,0,3,6
ENSG00000122861.15,PLAU,protein_coding,6145,5798,4284,5301,10193,9821,12688,14747
ENSG00000122862.4,SRGN,protein_coding,59757,78598,60591,65420,110760,74268,115961,119974
ENSG00000122863.5,CHST3,protein_coding,517,712,375,454,1869,1785,1857,2308
ENSG00000122870.11,BICC1,protein_coding,13,11,14,10,8,6,16,6
ENSG00000122873.11,CISD1,protein_coding,1989,1947,2096,2079,2456,1829,1938,2452
ENSG00000122877.13,EGR2,protein_coding,24,7,1,6,5,3,6,9
ENSG00000122882.10,ECD,protein_coding,2127,2821,1833,2223,1455,1254,1638,2074
ENSG00000122884.12,P4HA1,protein_coding,1223,1304,1073,1264,4059,1734,2820,3353
ENSG00000122912.14,SLC25A16,protein_coding,378,556,385,507,386,311,602,584
ENSG00000122952.16,ZWINT,protein_coding,634,642,557,652,170,231,314,253
ENSG00000122958.14,VPS26A,protein_coding,3786,5045,4301,4728,4687,3236,3984,4620
ENSG00000122965.10,RBM19,protein_coding,1334,2002,1255,1346,1830,994,1892,1771
ENSG00000122966.13,CIT,protein_coding,683,956,700,814,143,181,267,302
ENSG00000122970.15,IFT81,protein_coding,394,473,279,369,270,245,286,330
ENSG00000122971.8,ACADS,protein_coding,158,257,166,183,55,58,108,97
ENSG00000122986.13,HVCN1,protein_coding,24,48,29,26,65,54,42,32
ENSG00000123009.4,NME2P1,processed_pseudogene,4008,4484,4361,4382,4268,3357,3677,4579
ENSG00000123064.12,DDX54,protein_coding,807,1082,795,786,912,573,763,932
ENSG00000123066.7,MED13L,protein_coding,2536,4000,1984,2548,3233,1906,2833,3146
ENSG00000123080.10,CDKN2C,protein_coding,97,152,123,128,46,49,46,82
ENSG00000123091.4,RNF11,protein_coding,3969,4526,3512,3871,5768,4357,4528,6000
ENSG00000123094.15,RASSF8,protein_coding,4137,4793,3438,4398,5920,3359,4524,5210
ENSG00000123095.5,BHLHE41,protein_coding,28,120,68,56,7,50,11,9
ENSG00000123096.11,SSPN,protein_coding,15,46,22,31,4,12,17,18
ENSG00000123104.11,ITPR2,protein_coding,1282,1999,1242,1437,1806,1366,1971,1746
ENSG00000123106.10,CCDC91,protein_coding,303,312,225,198,173,146,170,233
ENSG00000123119.11,NECAB1,protein_coding,33,28,45,54,36,17,21,34
ENSG00000123124.13,WWP1,protein_coding,2241,2917,1987,2311,2618,2011,2446,2894
ENSG00000123130.16,ACOT9,protein_coding,2804,3531,2604,2612,1714,1469,1956,2173
ENSG00000123131.12,PRDX4,protein_coding,5680,7712,6073,6286,4767,4010,5423,6209
ENSG00000123136.14,DDX39A,protein_coding,1510,2467,1716,1561,2080,1203,2550,2598
ENSG00000123143.12,PKN1,protein_coding,2614,4753,2165,2622,2266,1558,2196,2708
ENSG00000123144.10,C19orf43,protein_coding,7269,9388,7154,7320,7573,5912,6963,9014
ENSG00000123146.19,ADGRE5,protein_coding,409,607,331,365,157,128,166,160
ENSG00000123154.11,WDR83,protein_coding,129,252,140,151,464,221,518,520
ENSG00000123159.15,GIPC1,protein_coding,1234,1862,1303,1361,984,1087,1114,1275
ENSG00000123178.14,SPRYD7,protein_coding,448,599,533,541,384,528,395,480
ENSG00000123179.13,EBPL,protein_coding,569,790,565,679,732,495,630,689
ENSG00000123191.13,ATP7B,protein_coding,348,584,324,342,340,291,461,523
ENSG00000123200.16,ZC3H13,protein_coding,2273,3147,2277,2520,2711,1876,2585,2788
ENSG00000123201.14,GUCY1B2,unitary_pseudogene,1,6,0,2,2,5,7,13
ENSG00000123213.22,NLN,protein_coding,2843,3110,2519,2537,2042,1459,1703,2055
ENSG00000123219.12,CENPK,protein_coding,487,422,384,386,345,295,538,363
ENSG00000123240.16,OPTN,protein_coding,4665,5740,3983,4756,5599,4568,5121,6002
ENSG00000123243.14,ITIH5,protein_coding,3,6,3,7,14,17,10,14
ENSG00000123268.8,ATF1,protein_coding,683,1008,629,777,951,719,895,1111
ENSG00000123297.16,TSFM,protein_coding,832,792,563,767,646,554,619,757
ENSG00000123329.17,ARHGAP9,protein_coding,19,11,20,29,12,8,17,10
ENSG00000123338.12,NCKAP1L,protein_coding,5,10,25,7,23,11,15,18
ENSG00000123342.15,MMP19,protein_coding,148,92,136,137,57,73,70,91
ENSG00000123349.13,PFDN5,protein_coding,4597,5932,5060,4883,4915,3970,5479,6367
ENSG00000123352.17,SPATS2,protein_coding,1539,1934,1453,1420,2380,1330,1972,2206
ENSG00000123353.9,ORMDL2,protein_coding,513,650,425,444,870,487,736,788
ENSG00000123358.19,NR4A1,protein_coding,75,36,31,75,191,62,125,145
ENSG00000123360.11,PDE1B,protein_coding,1,2,2,1,9,2,5,9
ENSG00000123374.10,CDK2,protein_coding,915,1163,738,775,779,572,878,969
ENSG00000123384.13,LRP1,protein_coding,142,220,165,173,114,185,95,165
ENSG00000123388.4,HOXC11,protein_coding,2,3,2,7,4,0,5,2
ENSG00000123395.14,ATG101,protein_coding,162,197,121,166,187,72,167,193
ENSG00000123411.14,IKZF4,protein_coding,120,163,120,143,144,91,144,168
ENSG00000123415.14,SMUG1,protein_coding,277,336,298,263,261,206,311,381
ENSG00000123416.15,TUBA1B,protein_coding,2737,4276,2051,2338,3136,1780,2683,3234
ENSG00000123427.15,METTL21B,protein_coding,197,364,263,212,106,101,81,149
ENSG00000123444.13,KBTBD4,protein_coding,58,129,84,63,66,20,62,59
ENSG00000123453.16,SARDH,protein_coding,3,0,4,2,1,6,1,6
ENSG00000123454.10,DBH,protein_coding,0,0,4,0,3,0,4,0
ENSG00000123472.12,ATPAF1,protein_coding,650,987,739,721,498,493,478,572
ENSG00000123473.15,STIL,protein_coding,356,499,315,394,326,281,373,417
ENSG00000123485.11,HJURP,protein_coding,437,586,483,507,98,198,195,239
ENSG00000123496.7,IL13RA2,protein_coding,16,77,9,23,41,24,34,13
ENSG00000123500.9,COL10A1,protein_coding,3,11,2,1,6,1,2,19
ENSG00000123505.14,AMD1,protein_coding,2729,3661,3128,3124,4966,2808,4002,4751
ENSG00000123545.5,NDUFAF4,protein_coding,1202,1475,1165,1307,1584,1306,1442,1817
ENSG00000123552.17,USP45,protein_coding,503,733,484,674,576,335,690,602
ENSG00000123560.13,PLP1,protein_coding,0,3,1,0,1,1,12,6
ENSG00000123562.16,MORF4L2,protein_coding,17075,22289,16940,18178,20977,17046,22589,24658
ENSG00000123570.3,RAB9B,protein_coding,12,35,9,15,17,11,3,4
ENSG00000123572.16,NRK,protein_coding,6,8,9,3,3,10,15,2
ENSG00000123575.8,FAM199X,protein_coding,1451,1913,1186,1431,1797,1152,1719,1842
ENSG00000123576.5,ESX1,protein_coding,1,29,23,8,4,23,10,16
ENSG00000123595.6,RAB9A,protein_coding,900,850,619,780,966,624,1037,1089
ENSG00000123600.18,METTL8,protein_coding,839,977,805,973,514,436,733,833
ENSG00000123607.14,TTC21B,protein_coding,299,528,293,387,428,254,391,376
ENSG00000123609.10,NMI,protein_coding,281,291,185,276,264,216,335,348
ENSG00000123610.4,TNFAIP6,protein_coding,2,0,7,1,5,2,2,7
ENSG00000123612.15,ACVR1C,protein_coding,7,10,9,9,14,14,31,22
ENSG00000123636.17,BAZ2B,protein_coding,2902,4625,2915,3478,3980,2648,4052,4122
ENSG00000123643.12,SLC36A1,protein_coding,398,837,463,537,562,408,611,671
ENSG00000123684.12,LPGAT1,protein_coding,1855,2202,1361,1598,1473,1155,1557,1714
ENSG00000123685.8,BATF3,protein_coding,51,68,57,49,28,22,42,37
ENSG00000123689.5,G0S2,protein_coding,350,286,300,277,230,250,288,283
ENSG00000123700.4,KCNJ2,protein_coding,1102,1264,839,957,491,181,530,479
ENSG00000123728.9,RAP2C,protein_coding,1139,1287,1078,1004,1099,788,1162,1053
ENSG00000123737.12,EXOSC9,protein_coding,877,1304,981,960,564,583,945,906
ENSG00000123739.10,PLA2G12A,protein_coding,466,564,431,489,450,455,471,462
ENSG00000123810.7,B9D2,protein_coding,124,227,197,167,182,138,208,219
ENSG00000123815.11,ADCK4,protein_coding,107,93,68,54,126,58,83,115
ENSG00000123836.14,PFKFB2,protein_coding,14,40,18,57,9,16,8,22
ENSG00000123838.10,C4BPA,protein_coding,3,6,6,8,3,4,7,5
ENSG00000123843.12,C4BPB,protein_coding,1,6,5,3,1,5,5,2
ENSG00000123870.10,ZNF137P,transcribed_unprocessed_pseudogene,15,14,28,54,39,20,47,63
ENSG00000123892.11,RAB38,protein_coding,165,300,180,208,158,138,170,192
ENSG00000123901.8,GPR83,protein_coding,2,7,1,1,5,7,3,5
ENSG00000123908.11,AGO2,protein_coding,2275,3650,2114,2663,4011,2294,3059,3735
ENSG00000123933.14,MXD4,protein_coding,2436,3780,2645,2597,2452,1986,2357,2819
ENSG00000123965.13,PMS2P5,unprocessed_pseudogene,15,30,16,21,13,7,6,7
ENSG00000123975.4,CKS2,protein_coding,588,728,542,689,996,647,986,1052
ENSG00000123977.9,DAW1,protein_coding,72,187,130,198,73,118,202,139
ENSG00000123983.13,ACSL3,protein_coding,2725,3222,2429,2650,3960,2866,3645,4178
ENSG00000123989.13,CHPF,protein_coding,7,8,7,8,26,11,4,7
ENSG00000123992.18,DNPEP,protein_coding,585,847,600,539,281,266,354,404
ENSG00000123999.4,INHA,protein_coding,17,45,25,20,19,19,45,15
ENSG00000124003.12,MOGAT1,protein_coding,3,1,1,3,1,4,0,4
ENSG00000124006.14,OBSL1,protein_coding,169,262,195,235,151,93,161,174
ENSG00000124019.9,FAM124B,protein_coding,2445,3681,2309,2487,1731,837,1293,1579
ENSG00000124067.16,SLC12A4,protein_coding,1600,2426,1536,1623,3110,2283,3224,3374
ENSG00000124074.11,ENKD1,protein_coding,364,555,364,343,483,290,444,447
ENSG00000124091.9,GCNT7,protein_coding,6,20,7,1,1,8,11,5
ENSG00000124092.12,CTCFL,protein_coding,2,2,5,3,8,4,10,9
ENSG00000124097.7,HMGB1P1,processed_pseudogene,135,142,105,113,106,62,110,134
ENSG00000124098.9,FAM210B,protein_coding,1943,2485,1696,2084,1075,1126,1002,1258
ENSG00000124103.8,FAM209A,protein_coding,3,0,2,0,4,7,0,4
ENSG00000124104.18,SNX21,protein_coding,112,184,114,133,144,121,163,122
ENSG00000124116.18,WFDC3,protein_coding,14,2,2,0,2,5,4,9
ENSG00000124120.10,TTPAL,protein_coding,480,587,398,428,347,264,295,396
ENSG00000124126.13,PREX1,protein_coding,4129,6747,3813,4472,4307,2718,4464,4559
ENSG00000124134.8,KCNS1,protein_coding,12,7,15,5,8,5,20,52
ENSG00000124140.12,SLC12A5,protein_coding,54,73,41,16,18,25,30,28
ENSG00000124143.10,ARHGAP40,protein_coding,6,6,2,0,3,7,0,0
ENSG00000124145.6,SDC4,protein_coding,366,296,205,331,232,239,242,233
ENSG00000124151.18,NCOA3,protein_coding,2208,3687,2074,2407,6500,3178,5686,6058
ENSG00000124155.16,PIGT,protein_coding,2145,3429,1993,2341,2268,1478,2629,2828
ENSG00000124159.15,MATN4,protein_coding,10,11,5,21,10,6,13,13
ENSG00000124160.11,NCOA5,protein_coding,1133,1564,831,1175,1024,669,1194,1292
ENSG00000124164.15,VAPB,protein_coding,1744,2416,1523,1768,1583,1337,1373,1589
ENSG00000124171.8,PARD6B,protein_coding,20,21,23,20,15,10,16,23
ENSG00000124172.9,ATP5E,protein_coding,3074,2817,2793,3087,3468,2437,2577,3588
ENSG00000124177.14,CHD6,protein_coding,1129,2070,1121,1339,1181,797,1178,1291
ENSG00000124181.14,PLCG1,protein_coding,2351,4274,2323,2489,6747,3141,5562,5979
ENSG00000124191.17,TOX2,protein_coding,491,494,415,530,152,94,107,152
ENSG00000124193.14,SRSF6,protein_coding,3205,4207,2972,3240,3528,2645,4371,4666
ENSG00000124194.15,GDAP1L1,protein_coding,8,2,0,1,0,8,22,0
ENSG00000124198.8,ARFGEF2,protein_coding,2788,3892,2631,3033,3549,2402,3323,3622
ENSG00000124201.14,ZNFX1,protein_coding,4916,7099,3795,4690,6122,4638,4994,6008
ENSG00000124203.5,ZNF831,protein_coding,7,5,4,3,2,2,0,7
ENSG00000124207.16,CSE1L,protein_coding,4691,5983,4945,5512,4724,3286,4154,4839
ENSG00000124209.3,RAB22A,protein_coding,1719,2098,1376,1542,1555,1255,1564,1859
ENSG00000124212.5,PTGIS,protein_coding,47,95,61,44,0,9,49,21
ENSG00000124214.19,STAU1,protein_coding,3311,4285,3054,3463,3924,2596,3180,4002
ENSG00000124215.16,CDH26,protein_coding,4,1,2,1,8,9,7,8
ENSG00000124216.3,SNAI1,protein_coding,277,315,167,232,766,561,647,757
ENSG00000124217.4,MOCS3,protein_coding,251,342,231,282,179,138,218,256
ENSG00000124222.21,STX16,protein_coding,1949,2995,1786,2049,2341,1767,3094,3477
ENSG00000124224.16,PPP4R1L,transcribed_unprocessed_pseudogene,185,261,168,168,273,184,315,360
ENSG00000124225.15,PMEPA1,protein_coding,1333,1693,805,1140,1830,2758,2561,2663
ENSG00000124226.10,RNF114,protein_coding,790,954,783,934,1047,717,916,1145
ENSG00000124228.14,DDX27,protein_coding,758,1014,832,751,1006,711,932,1281
ENSG00000124243.17,BCAS4,protein_coding,137,159,135,106,105,78,91,70
ENSG00000124251.10,TP53TG5,protein_coding,7,36,9,8,12,4,19,21
ENSG00000124253.10,PCK1,protein_coding,4,0,2,4,1,3,1,8
ENSG00000124256.14,ZBP1,protein_coding,1,0,3,5,7,0,0,0
ENSG00000124257.6,NEURL2,protein_coding,17,27,12,6,14,11,7,11
ENSG00000124275.14,MTRR,protein_coding,773,1428,981,996,1230,790,1203,1342
ENSG00000124279.11,FASTKD3,protein_coding,227,340,181,291,244,179,311,257
ENSG00000124299.13,PEPD,protein_coding,1915,2222,1942,1711,1777,1626,1624,1895
ENSG00000124302.12,CHST8,protein_coding,16,8,7,8,3,6,4,9
ENSG00000124313.12,IQSEC2,protein_coding,188,180,151,146,192,166,189,209
ENSG00000124333.14,VAMP7,protein_coding,950,1245,872,876,909,679,835,966
ENSG00000124343.12,XG,protein_coding,4,4,6,1,12,1,11,10
ENSG00000124356.15,STAMBP,protein_coding,242,303,212,226,361,204,259,281
ENSG00000124357.12,NAGK,protein_coding,3098,4428,3117,2994,2996,2544,3138,3846
ENSG00000124370.10,MCEE,protein_coding,94,161,148,170,121,104,85,158
ENSG00000124374.8,PAIP2B,protein_coding,36,36,33,25,29,19,38,53
ENSG00000124380.10,SNRNP27,protein_coding,1067,1352,1118,1069,1073,867,1313,1192
ENSG00000124383.8,MPHOSPH10,protein_coding,1905,2334,1506,1667,1814,1426,1627,1778
ENSG00000124391.4,IL17C,protein_coding,0,0,4,1,6,2,24,5
ENSG00000124399.4,RP11-663P9.2,processed_pseudogene,279,229,289,318,307,248,250,335
ENSG00000124406.16,ATP8A1,protein_coding,46,61,28,63,39,30,22,56
ENSG00000124422.11,USP22,protein_coding,6000,9207,5897,6549,5588,3619,4666,5427
ENSG00000124429.17,POF1B,protein_coding,6,0,2,3,11,0,4,0
ENSG00000124440.15,HIF3A,protein_coding,11,35,30,39,38,32,92,64
ENSG00000124444.15,ZNF576,protein_coding,269,301,237,248,393,247,334,370
ENSG00000124459.11,ZNF45,protein_coding,354,611,449,381,546,386,457,672
ENSG00000124466.8,LYPD3,protein_coding,4,2,3,0,2,0,3,2
ENSG00000124479.8,NDP,protein_coding,38,14,27,14,30,67,57,94
ENSG00000124486.12,USP9X,protein_coding,3596,5850,3238,4014,4758,2890,4133,4679
ENSG00000124491.15,F13A1,protein_coding,0,2,1,7,31,8,12,14
ENSG00000124493.13,GRM4,protein_coding,8,15,5,22,10,2,4,15
ENSG00000124496.12,TRERF1,protein_coding,12,17,4,18,11,5,12,19
ENSG00000124507.10,PACSIN1,protein_coding,0,1,3,2,9,2,4,4
ENSG00000124508.16,BTN2A2,protein_coding,241,410,242,228,124,159,131,149
ENSG00000124523.14,SIRT5,protein_coding,133,201,133,123,303,182,294,231
ENSG00000124532.14,MRS2,protein_coding,888,1163,871,936,773,635,853,821
ENSG00000124535.15,WRNIP1,protein_coding,1237,1473,947,1239,1349,992,1315,1615
ENSG00000124541.6,RRP36,protein_coding,2206,3332,2693,2508,2450,1732,2591,2685
ENSG00000124549.14,BTN2A3P,transcribed_unprocessed_pseudogene,116,266,139,134,200,127,249,215
ENSG00000124557.12,BTN1A1,protein_coding,0,4,0,1,3,3,10,0
ENSG00000124562.9,SNRPC,protein_coding,1244,1592,1409,1348,881,784,784,1042
ENSG00000124570.17,SERPINB6,protein_coding,4946,7416,4600,5046,6535,5519,7651,7970
ENSG00000124571.17,XPO5,protein_coding,1166,1908,1339,1416,1110,848,1133,1452
ENSG00000124574.14,ABCC10,protein_coding,486,1173,636,786,796,623,1433,1257
ENSG00000124575.6,HIST1H1D,protein_coding,14,44,27,55,0,12,6,8
ENSG00000124587.13,PEX6,protein_coding,526,574,461,433,1112,606,1114,1253
ENSG00000124588.19,NQO2,protein_coding,362,522,371,285,640,366,598,610
ENSG00000124593.14,PRICKLE4,protein_coding,48,115,58,61,477,102,472,511
ENSG00000124596.16,OARD1,protein_coding,360,376,297,366,152,161,142,221
ENSG00000124602.9,UNC5CL,protein_coding,0,14,7,4,7,7,14,19
ENSG00000124608.4,AARS2,protein_coding,209,406,249,287,253,243,324,289
ENSG00000124610.4,HIST1H1A,protein_coding,2,4,2,19,11,4,0,16
ENSG00000124613.8,ZNF391,protein_coding,38,28,16,33,5,14,10,33
