Ensembl ID	Gene symbol	Gene type	ST1	ST2	ST3	ST4	OS1	OS2	OS3	OS4
ENSG00000113600.10	C9	protein_coding	8	3	1	9	4	28	2	4
ENSG00000113615.12	SEC24A	protein_coding	2722	4426	2777	3595	2838	4351	3142	3187
ENSG00000113621.14	TXNDC15	protein_coding	994	1575	1229	1207	998	1460	953	1104
ENSG00000113638.12	TTC33	protein_coding	368	515	311	343	512	504	296	407
ENSG00000113643.8	RARS	protein_coding	4837	6821	5387	5717	5137	6068	4846	5228
ENSG00000113645.13	WWC1	protein_coding	40	39	36	38	31	74	39	44
ENSG00000113648.16	H2AFY	protein_coding	1314	1969	1412	1698	1553	2098	1326	1552
ENSG00000113649.11	TCERG1	protein_coding	1736	2611	1876	1961	1840	2552	1535	1742
ENSG00000113657.12	DPYSL3	protein_coding	4186	6127	4430	5650	8398	10189	6184	7483
ENSG00000113658.16	SMAD5	protein_coding	3659	5311	3849	4528	3946	5127	3339	3941
ENSG00000113712.16	CSNK1A1	protein_coding	10303	17428	13044	13947	12023	14716	10058	11040
ENSG00000113716.12	HMGXB3	protein_coding	883	1493	1002	1373	1007	1752	853	1060
ENSG00000113719.15	ERGIC1	protein_coding	3106	5271	3743	4367	4239	6375	3949	4378
ENSG00000113721.13	PDGFRB	protein_coding	4	9	2	14	19	13	6	11
ENSG00000113732.8	ATP6V0E1	protein_coding	5727	8337	6952	7122	7020	7949	6317	6857
ENSG00000113734.17	BNIP1	protein_coding	115	200	133	108	136	199	98	105
ENSG00000113739.10	STC2	protein_coding	577	988	680	687	1878	2048	1181	1609
ENSG00000113742.12	CPEB4	protein_coding	832	1098	795	947	1115	1231	921	803
ENSG00000113749.6	HRH2	protein_coding	12	4	5	2	1	1	5	2
ENSG00000113758.13	DBN1	protein_coding	8780	13178	9852	10921	7849	12306	7410	8615
ENSG00000113761.11	ZNF346	protein_coding	251	359	302	295	224	287	230	291
ENSG00000113763.10	UNC5A	protein_coding	601	975	714	945	516	974	514	647
ENSG00000113790.10	EHHADH	protein_coding	128	131	75	63	88	110	69	91
ENSG00000113805.8	CNTN3	protein_coding	10	2	5	2	0	2	3	5
ENSG00000113810.15	SMC4	protein_coding	2193	3627	2409	2558	2000	2342	2018	2202
ENSG00000113811.10	SELK	protein_coding	975	1344	1001	975	1030	1297	891	962
ENSG00000113812.13	ACTR8	protein_coding	632	1063	717	950	850	1214	725	797
ENSG00000113838.12	TBCCD1	protein_coding	381	670	353	453	358	610	346	388
ENSG00000113845.9	TIMMDC1	protein_coding	1940	2973	2214	2343	2397	2991	1886	2089
ENSG00000113851.13	CRBN	protein_coding	831	1115	774	954	634	1071	821	878
ENSG00000113916.17	BCL6	protein_coding	300	461	332	491	404	559	292	330
ENSG00000113924.11	HGD	protein_coding	7	5	11	1	10	5	0	9
ENSG00000113946.3	CLDN16	protein_coding	2	9	2	14	2	4	5	2
ENSG00000113966.9	ARL6	protein_coding	152	219	219	235	199	340	199	203
ENSG00000113971.18	NPHP3	protein_coding	420	728	586	572	640	674	478	589
ENSG00000114019.14	AMOTL2	protein_coding	1428	2293	1876	1988	2029	2988	1914	2242
ENSG00000114021.11	NIT2	protein_coding	552	820	642	614	560	715	556	587
ENSG00000114023.15	FAM162A	protein_coding	433	848	520	552	529	562	461	485
ENSG00000114026.21	OGG1	protein_coding	515	624	517	512	348	579	422	418
ENSG00000114030.12	KPNA1	protein_coding	1196	2098	1561	1788	1735	2243	1528	1759
ENSG00000114054.13	PCCB	protein_coding	822	1151	741	896	759	929	703	750
ENSG00000114062.17	UBE3A	protein_coding	1199	1707	1351	1510	1527	2171	1307	1552
ENSG00000114098.17	ARMC8	protein_coding	954	1450	1170	1256	1134	1648	1036	1236
ENSG00000114107.8	CEP70	protein_coding	253	347	171	242	173	222	137	149
ENSG00000114115.9	RBP1	protein_coding	20	19	6	3	7	9	4	4
ENSG00000114120.11	SLC25A36	protein_coding	852	1285	891	1192	896	1158	906	972
ENSG00000114124.2	GRK7	protein_coding	4	0	0	5	5	1	0	1
ENSG00000114125.13	RNF7	protein_coding	4222	6287	4981	4900	4011	4727	3894	3768
ENSG00000114126.17	TFDP2	protein_coding	372	523	435	398	357	414	234	243
ENSG00000114127.10	XRN1	protein_coding	1024	1891	1275	1628	1341	2287	1087	1421
ENSG00000114166.7	KAT2B	protein_coding	666	827	684	807	404	689	431	557
ENSG00000114200.9	BCHE	protein_coding	15	3	6	1	3	9	2	1
ENSG00000114204.14	SERPINI2	protein_coding	1	3	2	2	3	1	6	1
ENSG00000114209.14	PDCD10	protein_coding	2088	3358	2457	2909	2531	2872	2304	2702
ENSG00000114251.13	WNT5A	protein_coding	27	54	33	19	30	22	35	28
ENSG00000114268.11	PFKFB4	protein_coding	26	15	11	20	15	21	21	25
ENSG00000114270.15	COL7A1	protein_coding	54	48	34	35	15	41	21	77
ENSG00000114279.13	FGF12	protein_coding	24	64	50	29	19	18	14	30
ENSG00000114302.15	PRKAR2A	protein_coding	3525	5572	4006	4953	4239	5473	3954	4362
ENSG00000114315.3	HES1	protein_coding	1203	1250	1243	1355	1275	1580	920	1123
ENSG00000114316.12	USP4	protein_coding	1135	1929	1416	2068	1200	1944	1318	1295
ENSG00000114331.12	ACAP2	protein_coding	1589	2446	1955	2008	1902	2549	1738	2021
ENSG00000114346.13	ECT2	protein_coding	1502	2297	1604	1677	1843	2277	1705	1984
ENSG00000114349.9	GNAT1	protein_coding	14	25	24	38	15	83	41	18
ENSG00000114353.16	GNAI2	protein_coding	21153	35191	27126	32661	22194	34403	22567	24988
ENSG00000114354.12	TFG	protein_coding	5705	8944	6547	7294	6520	8840	6342	6892
ENSG00000114374.12	USP9Y	protein_coding	891	1463	1113	1357	864	1288	809	1023
ENSG00000114378.16	HYAL1	protein_coding	13	32	24	10	20	20	17	28
ENSG00000114383.9	TUSC2	protein_coding	1124	1576	1218	1257	1110	1385	1151	1117
ENSG00000114388.12	NPRL2	protein_coding	366	471	413	402	348	626	428	328
ENSG00000114391.12	RPL24	protein_coding	4088	5716	4667	4251	3697	3993	3719	3774
ENSG00000114395.10	CYB561D2	protein_coding	116	266	164	218	162	202	173	206
ENSG00000114405.10	C3orf14	protein_coding	70	119	95	71	114	119	86	149
ENSG00000114416.17	FXR1	protein_coding	2870	4185	3185	3399	3060	3475	2613	2757
ENSG00000114423.18	CBLB	protein_coding	1138	1556	1222	1507	1176	1536	931	1141
ENSG00000114439.18	BBX	protein_coding	1656	2560	1961	2287	1785	2493	1487	1803
ENSG00000114446.4	IFT57	protein_coding	922	1463	1175	1216	1215	1386	1034	1217
ENSG00000114450.9	GNB4	protein_coding	4226	6350	4668	4969	3525	4876	3448	4253
ENSG00000114473.13	IQCG	protein_coding	118	227	120	195	123	199	95	132
ENSG00000114480.12	GBE1	protein_coding	3803	5623	4112	4538	5099	6047	5625	5434
ENSG00000114487.9	MORC1	protein_coding	22	13	11	6	10	16	17	17
ENSG00000114491.13	UMPS	protein_coding	423	614	525	470	512	656	506	560
ENSG00000114503.10	NCBP2	protein_coding	1289	2405	1626	1764	1579	1833	1516	1426
ENSG00000114520.10	SNX4	protein_coding	900	1413	1063	1146	1034	1131	945	1204
ENSG00000114529.12	C3orf52	protein_coding	113	176	130	186	245	191	124	149
ENSG00000114541.14	FRMD4B	protein_coding	3247	5127	4051	4364	3245	4623	2494	3301
ENSG00000114544.15	SLC41A3	protein_coding	907	1234	883	1123	918	1416	752	725
ENSG00000114554.11	PLXNA1	protein_coding	791	1251	1031	1178	1141	1989	883	1045
ENSG00000114573.9	ATP6V1A	protein_coding	633	1061	898	967	672	879	734	825
ENSG00000114626.17	ABTB1	protein_coding	123	197	120	144	110	114	92	131
ENSG00000114631.10	PODXL2	protein_coding	131	162	133	162	117	176	102	119
ENSG00000114646.9	CSPG5	protein_coding	12	13	2	15	33	21	3	12
ENSG00000114648.11	KLHL18	protein_coding	683	1192	861	1074	972	1458	877	928
ENSG00000114650.18	SCAP	protein_coding	781	1072	870	1031	862	1387	791	745
ENSG00000114654.7	EFCC1	protein_coding	32	9	25	14	2	21	6	8
ENSG00000114656.10	KIAA1257	protein_coding	15	18	6	9	9	6	4	8
ENSG00000114670.13	NEK11	protein_coding	38	109	50	113	102	129	93	95
ENSG00000114686.8	MRPL3	protein_coding	1508	2296	1611	1891	1484	1819	1414	1628
ENSG00000114698.14	PLSCR4	protein_coding	1362	1935	1597	2073	1848	3076	2010	2166
ENSG00000114735.9	HEMK1	protein_coding	367	539	405	446	282	516	430	358
ENSG00000114737.15	CISH	protein_coding	23	35	20	10	26	34	21	20
ENSG00000114738.10	MAPKAPK3	protein_coding	546	1056	741	892	894	1017	644	763
ENSG00000114739.13	ACVR2B	protein_coding	159	185	172	109	105	186	95	73
ENSG00000114742.13	WDR48	protein_coding	414	479	482	569	421	608	387	407
ENSG00000114744.8	COMMD2	protein_coding	510	894	686	767	692	868	582	658
ENSG00000114745.13	GORASP1	protein_coding	417	657	607	615	552	607	494	618
ENSG00000114757.18	PEX5L	protein_coding	26	11	21	17	9	19	12	20
ENSG00000114767.6	RRP9	protein_coding	314	500	365	387	339	442	336	361
ENSG00000114770.16	ABCC5	protein_coding	1058	1967	1089	1570	1127	1837	1029	1270
ENSG00000114771.13	AADAC	protein_coding	26	62	45	20	85	93	82	93
ENSG00000114779.19	ABHD14B	protein_coding	113	181	145	196	75	212	118	152
ENSG00000114784.3	EIF1B	protein_coding	1476	1874	1549	1614	1826	1948	1528	1613
ENSG00000114790.12	ARHGEF26	protein_coding	41	57	32	48	25	22	24	29
ENSG00000114796.15	KLHL24	protein_coding	933	1283	1007	1191	996	1256	808	912
ENSG00000114805.16	PLCH1	protein_coding	12	2	12	5	10	2	6	8
ENSG00000114812.12	VIPR1	protein_coding	121	220	183	148	152	280	261	201
ENSG00000114841.17	DNAH1	protein_coding	271	317	182	386	182	394	211	250
ENSG00000114850.6	SSR3	protein_coding	14064	21763	15932	16365	15446	16299	15799	16174
ENSG00000114853.13	ZBTB47	protein_coding	480	641	459	452	351	582	407	327
ENSG00000114857.17	NKTR	protein_coding	2055	3479	2158	2336	1910	3370	1906	1999
ENSG00000114859.14	CLCN2	protein_coding	49	61	15	38	27	71	42	78
ENSG00000114861.18	FOXP1	protein_coding	3474	5782	4165	4840	3443	5786	3382	3622
ENSG00000114867.19	EIF4G1	protein_coding	7660	13561	9198	11513	10437	15966	9209	10165
ENSG00000114902.13	SPCS1	protein_coding	5710	7911	6501	5859	5791	6495	4996	5569
ENSG00000114904.12	NEK4	protein_coding	335	545	310	436	336	393	295	296
ENSG00000114923.16	SLC4A3	protein_coding	21	9	0	20	1	9	8	11
ENSG00000114933.15	INO80D	protein_coding	690	1329	822	1045	899	1662	824	1057
ENSG00000114942.13	EEF1B2	protein_coding	1267	1943	1391	1649	1646	1627	1310	1296
ENSG00000114948.12	ADAM23	protein_coding	744	1072	802	894	738	1073	694	647
ENSG00000114956.19	DGUOK	protein_coding	359	622	526	523	557	488	393	434
ENSG00000114978.17	MOB1A	protein_coding	6137	9641	6724	8615	7091	8540	6289	7324
ENSG00000114982.17	KANSL3	protein_coding	851	1347	977	1229	828	1416	1031	900
ENSG00000114988.11	LMAN2L	protein_coding	487	893	761	766	660	875	670	684
ENSG00000114993.15	RTKN	protein_coding	121	201	144	160	110	119	124	163
ENSG00000114999.7	TTL	protein_coding	2722	4226	3423	3882	3149	4433	2908	3518
ENSG00000115008.5	IL1A	protein_coding	19	19	12	6	11	44	5	23
ENSG00000115009.11	CCL20	protein_coding	64	110	88	74	100	76	84	78
ENSG00000115020.16	PIKFYVE	protein_coding	1518	2138	1725	2096	1653	2362	1385	1661
ENSG00000115041.12	KCNIP3	protein_coding	59	23	17	3	27	13	7	5
ENSG00000115042.9	FAHD2A	protein_coding	293	378	264	420	268	402	239	253
ENSG00000115053.15	NCL	protein_coding	39619	66258	45903	48119	39311	48748	38690	41873
ENSG00000115073.7	ACTR1B	protein_coding	917	1264	933	1027	735	1170	777	760
ENSG00000115084.12	SLC35F5	protein_coding	1238	1847	1356	1677	1292	1404	1144	1414
ENSG00000115085.13	ZAP70	protein_coding	6	3	1	1	1	4	4	5
ENSG00000115091.11	ACTR3	protein_coding	5491	8514	6284	6752	6313	7144	5678	6221
ENSG00000115107.19	STEAP3	protein_coding	950	1328	1029	1033	846	1602	912	951
ENSG00000115109.13	EPB41L5	protein_coding	1375	2325	1646	2020	1206	2354	1715	1734
ENSG00000115112.7	TFCP2L1	protein_coding	19	8	6	5	0	9	9	9
ENSG00000115128.6	SF3B6	protein_coding	3483	4490	3763	3671	3442	3750	3009	3572
ENSG00000115129.13	TP53I3	protein_coding	1834	2711	2096	2541	1800	2319	1726	1850
ENSG00000115137.11	DNAJC27	protein_coding	85	147	117	119	128	91	75	151
ENSG00000115138.10	POMC	protein_coding	3	6	5	3	1	11	5	7
ENSG00000115145.9	STAM2	protein_coding	913	1627	1213	1217	1155	1322	877	1230
ENSG00000115155.16	OTOF	protein_coding	57	16	32	16	11	17	10	13
ENSG00000115159.15	GPD2	protein_coding	945	1379	1004	1254	1017	1393	974	1014
ENSG00000115163.14	CENPA	protein_coding	176	271	198	151	181	174	138	103
ENSG00000115165.9	CYTIP	protein_coding	4	14	0	1	2	1	2	10
ENSG00000115170.13	ACVR1	protein_coding	1128	1687	1471	1631	1476	2004	1352	1702
ENSG00000115183.13	TANC1	protein_coding	4548	7899	5245	6281	3796	6483	3971	4559
ENSG00000115194.10	SLC30A3	protein_coding	15	9	3	4	5	15	10	5
ENSG00000115204.14	MPV17	protein_coding	2302	3584	2233	2775	2322	3266	2315	2374
ENSG00000115207.13	GTF3C2	protein_coding	1022	1580	1219	1318	1052	1407	1090	1062
ENSG00000115211.15	EIF2B4	protein_coding	1067	1513	1231	1207	1073	1656	1130	1220
ENSG00000115216.13	NRBP1	protein_coding	2364	3590	2827	3095	2434	3904	2363	2737
ENSG00000115221.10	ITGB6	protein_coding	13	13	14	10	5	30	17	21
ENSG00000115226.9	FNDC4	protein_coding	1071	1151	1049	1023	886	1529	1107	1046
ENSG00000115232.13	ITGA4	protein_coding	30	8	7	16	7	24	9	13
ENSG00000115233.11	PSMD14	protein_coding	4040	5910	4587	4524	4250	4968	4436	4620
ENSG00000115234.10	SNX17	protein_coding	1868	2735	2206	2662	2114	3202	1900	2209
ENSG00000115239.21	GPR75-ASB3	protein_coding	126	149	184	122	122	181	84	142
ENSG00000115241.10	PPM1G	protein_coding	4624	7235	5149	5829	4657	5896	4271	4679
ENSG00000115252.18	PDE1A	protein_coding	44	48	41	58	35	66	40	46
ENSG00000115255.10	REEP6	protein_coding	39	19	24	22	26	46	30	24
ENSG00000115257.15	PCSK4	protein_coding	29	30	6	10	26	57	18	17
ENSG00000115266.11	APC2	protein_coding	67	16	18	9	39	29	26	27
ENSG00000115267.5	IFIH1	protein_coding	107	141	128	174	101	217	147	133
ENSG00000115268.9	RPS15	protein_coding	12346	18377	14203	14538	10957	13943	12647	11726
ENSG00000115271.10	GCA	protein_coding	133	222	249	147	83	128	104	133
ENSG00000115274.14	INO80B	protein_coding	57	75	52	75	63	69	59	44
ENSG00000115275.11	MOGS	protein_coding	2314	3860	2601	3028	2458	3892	2445	2641
ENSG00000115282.19	TTC31	protein_coding	486	733	541	628	525	894	500	519
ENSG00000115286.19	NDUFS7	protein_coding	566	835	623	884	574	965	541	539
ENSG00000115289.12	PCGF1	protein_coding	314	511	307	355	390	556	290	399
ENSG00000115290.9	GRB14	protein_coding	609	1002	628	601	518	1036	729	770
ENSG00000115295.19	CLIP4	protein_coding	574	977	600	695	834	1198	763	905
ENSG00000115297.10	TLX2	protein_coding	7	3	3	5	1	1	0	4
ENSG00000115306.15	SPTBN1	protein_coding	24444	43937	31712	38376	24810	42292	23062	27271
ENSG00000115307.16	AUP1	protein_coding	2783	3976	2850	3324	3058	4262	2804	2972
ENSG00000115310.17	RTN4	protein_coding	15046	22660	17417	18993	14509	15864	16058	17950
ENSG00000115317.11	HTRA2	protein_coding	407	597	370	491	408	586	384	379
ENSG00000115318.11	LOXL3	protein_coding	50	49	24	12	21	13	22	29
ENSG00000115325.13	DOK1	protein_coding	127	109	60	96	73	97	74	73
ENSG00000115339.13	GALNT3	protein_coding	11	2	15	1	8	11	11	24
ENSG00000115350.11	POLE4	protein_coding	759	1259	962	1007	868	1056	890	952
ENSG00000115353.10	TACR1	protein_coding	20	12	3	5	10	13	11	9
ENSG00000115355.15	CCDC88A	protein_coding	1998	3189	2323	2802	2118	3123	1738	2383
ENSG00000115361.7	ACADL	protein_coding	3	12	1	3	3	11	1	2
ENSG00000115363.13	EVA1A	protein_coding	478	779	633	686	537	582	503	544
ENSG00000115364.13	MRPL19	protein_coding	1176	2075	1350	1336	1182	1322	1069	1249
ENSG00000115365.11	LANCL1	protein_coding	518	869	515	716	529	675	414	573
ENSG00000115368.9	WDR75	protein_coding	1763	2354	1761	2107	1989	2477	1546	1681
ENSG00000115380.18	EFEMP1	protein_coding	20167	33831	24754	27410	28286	35778	26887	29041
ENSG00000115392.11	FANCL	protein_coding	384	435	326	344	260	442	371	316
ENSG00000115414.18	FN1	protein_coding	107070	193947	125061	149256	128659	239401	121188	148584
ENSG00000115415.18	STAT1	protein_coding	2259	3107	2378	2870	2212	2672	2034	2211
ENSG00000115419.12	GLS	protein_coding	4781	7536	5205	6275	5650	7184	5330	6141
ENSG00000115421.12	PAPOLG	protein_coding	645	1027	643	880	812	1274	650	853
ENSG00000115423.18	DNAH6	protein_coding	13	4	18	4	17	9	7	14
ENSG00000115425.13	PECR	protein_coding	71	91	48	31	71	50	50	49
ENSG00000115446.11	UNC50	protein_coding	807	1198	874	1048	909	1142	791	962
ENSG00000115457.9	IGFBP2	protein_coding	602	705	583	695	432	520	491	436
ENSG00000115459.17	ELMOD3	protein_coding	238	471	264	316	272	438	248	269
ENSG00000115461.4	IGFBP5	protein_coding	851	1111	1016	801	892	918	1051	936
ENSG00000115464.14	USP34	protein_coding	2380	3782	2663	3133	2299	3737	2121	2717
ENSG00000115468.11	EFHD1	protein_coding	3	9	0	2	3	9	3	7
ENSG00000115474.6	KCNJ13	protein_coding	20	14	7	3	13	18	1	4
ENSG00000115484.14	CCT4	protein_coding	12687	18738	13092	15696	13280	16352	11432	12395
ENSG00000115486.11	GGCX	protein_coding	1216	2041	1497	1737	1198	1818	1301	1344
ENSG00000115504.14	EHBP1	protein_coding	365	676	489	500	403	602	475	511
ENSG00000115507.9	OTX1	protein_coding	88	66	77	73	111	34	53	48
ENSG00000115514.11	TXNDC9	protein_coding	2935	4231	3111	3198	3070	3575	2985	3163
ENSG00000115520.8	COQ10B	protein_coding	556	726	738	698	686	893	608	612
ENSG00000115523.16	GNLY	protein_coding	15	4	5	3	4	4	3	7
ENSG00000115524.15	SF3B1	protein_coding	11154	17969	13142	14935	11523	15948	10603	11855
ENSG00000115525.16	ST3GAL5	protein_coding	766	1208	868	1018	752	1023	781	769
ENSG00000115526.10	CHST10	protein_coding	363	590	414	525	507	656	480	519
ENSG00000115539.13	PDCL3	protein_coding	417	581	545	427	470	342	373	420
ENSG00000115540.14	MOB4	protein_coding	1242	1967	1542	1557	1303	1636	1039	1401
ENSG00000115541.10	HSPE1	protein_coding	1863	2752	2232	1967	1969	1964	1668	1794
ENSG00000115548.16	KDM3A	protein_coding	621	858	668	777	691	660	492	626
ENSG00000115556.13	PLCD4	protein_coding	194	275	173	221	221	364	189	162
ENSG00000115561.14	CHMP3	protein_coding	2430	3090	2379	2790	2618	2950	2357	2627
ENSG00000115568.15	ZNF142	protein_coding	501	872	547	686	648	1134	572	771
ENSG00000115590.13	IL1R2	protein_coding	9	2	14	1	4	1	6	8
ENSG00000115593.14	SMYD1	protein_coding	10	1	3	6	2	4	0	1
ENSG00000115594.11	IL1R1	protein_coding	302	447	312	313	344	792	325	443
ENSG00000115598.9	IL1RL2	protein_coding	11	5	2	0	2	1	1	6
ENSG00000115602.16	IL1RL1	protein_coding	3768	6266	3701	4042	4357	7508	5779	5468
ENSG00000115604.10	IL18R1	protein_coding	99	228	193	148	114	248	113	96
ENSG00000115607.9	IL18RAP	protein_coding	12	12	1	6	0	0	0	0
ENSG00000115616.2	SLC9A2	protein_coding	19	7	24	9	11	2	12	11
ENSG00000115641.18	FHL2	protein_coding	6187	8983	6879	7209	7838	8441	7668	7754
ENSG00000115648.13	MLPH	protein_coding	24	0	1	3	14	4	1	5
ENSG00000115649.15	CNPPD1	protein_coding	971	1478	1125	1412	1391	2105	1273	1236
ENSG00000115652.14	UXS1	protein_coding	5013	7660	5830	7392	4326	6449	4120	4302
ENSG00000115657.12	ABCB6	protein_coding	28	32	13	60	13	47	14	39
ENSG00000115661.13	STK16	protein_coding	252	387	356	293	305	370	221	264
ENSG00000115665.8	SLC5A7	protein_coding	7	2	3	5	5	1	6	3
ENSG00000115677.16	HDLBP	protein_coding	12561	21005	14975	18154	13559	20398	13541	14272
ENSG00000115685.14	PPP1R7	protein_coding	2137	3014	2453	2615	2351	2621	2049	2189
ENSG00000115687.13	PASK	protein_coding	115	164	89	82	92	105	120	140
ENSG00000115694.14	STK25	protein_coding	5647	10217	7134	8542	7539	10697	6491	7502
ENSG00000115705.20	TPO	protein_coding	53	56	37	31	26	50	31	41
ENSG00000115718.17	PROC	protein_coding	7	3	3	2	2	0	0	1
ENSG00000115738.9	ID2	protein_coding	60	39	58	38	102	131	94	102
ENSG00000115750.16	TAF1B	protein_coding	678	1282	915	824	750	936	712	747
ENSG00000115756.12	HPCAL1	protein_coding	1080	1731	1324	1435	1738	2374	1868	1755
ENSG00000115758.12	ODC1	protein_coding	2892	4683	3161	3643	4264	4489	3708	3985
ENSG00000115760.13	BIRC6	protein_coding	3440	6204	4255	5028	3880	7070	3986	4834
ENSG00000115761.15	NOL10	protein_coding	1264	1829	1427	1514	1308	1665	1288	1357
ENSG00000115762.16	PLEKHB2	protein_coding	1975	2948	2335	2617	2620	3692	2563	2781
ENSG00000115806.12	GORASP2	protein_coding	11225	16723	11059	13128	11151	16733	10935	11282
ENSG00000115808.11	STRN	protein_coding	919	1447	1050	1252	1172	1295	991	1098
ENSG00000115816.13	CEBPZ	protein_coding	1504	2354	1515	1949	1417	2513	1644	1743
ENSG00000115825.9	PRKD3	protein_coding	1849	3151	2195	2471	2007	2725	1623	1875
ENSG00000115827.13	DCAF17	protein_coding	636	813	633	824	780	1053	619	682
ENSG00000115828.15	QPCT	protein_coding	1584	2041	1404	1770	1207	1461	1106	1250
ENSG00000115839.17	RAB3GAP1	protein_coding	1761	2867	2122	2521	2088	2812	2001	2134
ENSG00000115840.13	SLC25A12	protein_coding	305	437	333	259	307	407	322	329
ENSG00000115841.19	RMDN2	protein_coding	113	241	148	127	170	257	171	147
ENSG00000115844.10	DLX2	protein_coding	27	16	15	6	9	6	7	17
ENSG00000115850.9	LCT	protein_coding	22	6	14	4	2	8	5	3
ENSG00000115866.10	DARS	protein_coding	2079	3078	1999	2257	1711	1904	1538	2004
ENSG00000115875.18	SRSF7	protein_coding	3006	4327	3295	3081	2801	3759	2558	3023
ENSG00000115884.10	SDC1	protein_coding	194	286	148	187	136	157	107	167
ENSG00000115896.15	PLCL1	protein_coding	175	157	120	91	162	166	125	117
ENSG00000115902.10	SLC1A4	protein_coding	339	512	456	628	694	1024	608	630
ENSG00000115904.12	SOS1	protein_coding	1499	2423	1712	2070	1891	2792	1641	1792
ENSG00000115919.14	KYNU	protein_coding	48	37	36	35	29	43	44	28
ENSG00000115935.16	WIPF1	protein_coding	1646	2299	1789	1859	1599	2210	1351	1609
ENSG00000115942.8	ORC2	protein_coding	1140	1825	1310	1337	1089	1594	1060	1108
ENSG00000115944.14	COX7A2L	protein_coding	2444	3558	2552	3210	2715	2821	2261	2761
ENSG00000115946.7	PNO1	protein_coding	737	1115	780	807	791	1011	737	809
ENSG00000115947.13	ORC4	protein_coding	719	1302	763	919	861	1047	876	861
ENSG00000115956.9	PLEK	protein_coding	5	1	17	11	0	8	2	1
ENSG00000115963.13	RND3	protein_coding	877	1748	1165	1291	1756	1479	1272	1502
ENSG00000115966.16	ATF2	protein_coding	1812	3119	2129	2812	2219	3016	1933	2205
ENSG00000115970.18	THADA	protein_coding	629	932	687	691	732	1194	735	758
ENSG00000115977.18	AAK1	protein_coding	3308	5479	3803	4548	3397	6209	3409	4155
ENSG00000115993.11	TRAK2	protein_coding	1762	2638	1841	2304	1942	2661	1747	1933
ENSG00000115998.7	C2orf42	protein_coding	178	257	248	223	206	331	258	251
ENSG00000116001.15	TIA1	protein_coding	1999	2966	2124	2870	1937	2705	1751	2205
ENSG00000116005.11	PCYOX1	protein_coding	1557	2626	1872	2343	2075	3053	1820	1922
ENSG00000116016.13	EPAS1	protein_coding	15545	25878	20321	25142	15438	22759	12937	14854
ENSG00000116017.10	ARID3A	protein_coding	200	340	298	288	253	262	210	159
ENSG00000116030.16	SUMO1	protein_coding	2813	4382	3208	3597	2683	3256	2696	2762
ENSG00000116031.8	CD207	protein_coding	9	26	5	11	5	3	6	5
ENSG00000116032.5	GRIN3B	protein_coding	17	17	6	19	21	33	11	19
ENSG00000116035.2	VAX2	protein_coding	14	53	38	42	18	40	16	19
ENSG00000116039.11	ATP6V1B1	protein_coding	9	11	1	12	0	15	8	1
ENSG00000116044.15	NFE2L2	protein_coding	1328	2349	1621	2074	2136	2430	1771	2023
ENSG00000116062.14	MSH6	protein_coding	523	864	644	798	626	1024	547	732
ENSG00000116095.10	PLEKHA3	protein_coding	593	933	848	714	827	1032	698	684
ENSG00000116096.5	SPR	protein_coding	442	681	495	598	438	742	480	500
ENSG00000116106.11	EPHA4	protein_coding	688	1118	803	936	933	1338	777	996
ENSG00000116117.17	PARD3B	protein_coding	666	989	749	793	790	1437	1003	841
ENSG00000116120.9	FARSB	protein_coding	1352	2081	1461	1606	1373	2096	1473	1382
ENSG00000116127.17	ALMS1	protein_coding	664	1187	685	969	781	1202	657	838
ENSG00000116128.9	BCL9	protein_coding	262	408	317	367	386	547	259	312
ENSG00000116132.11	PRRX1	protein_coding	113	197	140	125	133	144	127	107
ENSG00000116133.11	DHCR24	protein_coding	3160	4965	3382	3917	2668	3287	2937	2935
ENSG00000116138.12	DNAJC16	protein_coding	1231	2381	1526	1987	1591	2391	1511	1644
ENSG00000116141.15	MARK1	protein_coding	75	104	127	86	111	135	81	121
ENSG00000116147.16	TNR	protein_coding	27	31	25	29	7	22	14	22
ENSG00000116151.13	MORN1	protein_coding	266	458	301	314	312	398	274	289
ENSG00000116157.5	GPX7	protein_coding	196	349	192	233	164	211	96	208
ENSG00000116161.17	CACYBP	protein_coding	1536	2016	1637	1631	1395	1538	1345	1391
ENSG00000116171.16	SCP2	protein_coding	5216	7560	6042	6010	5259	5763	3859	4644
ENSG00000116183.10	PAPPA2	protein_coding	75	82	88	44	94	71	94	69
ENSG00000116191.17	RALGPS2	protein_coding	1298	1893	1292	1751	2097	2109	1960	2023
ENSG00000116194.12	ANGPTL1	protein_coding	136	133	143	125	92	107	127	139
ENSG00000116198.12	CEP104	protein_coding	1060	1759	1284	1782	1207	1685	1321	1479
ENSG00000116199.11	FAM20B	protein_coding	863	1341	888	1170	862	1036	760	987
ENSG00000116205.10	TCEANC2	protein_coding	272	363	249	310	233	422	201	240
ENSG00000116209.11	TMEM59	protein_coding	4173	6596	5002	5618	4639	5254	4645	4988
ENSG00000116212.14	LRRC42	protein_coding	389	580	441	538	400	506	395	386
ENSG00000116213.15	WRAP73	protein_coding	1090	1777	1412	1548	1341	1754	1349	1451
ENSG00000116218.12	NPHS2	protein_coding	3	4	0	1	4	1	5	3
ENSG00000116221.15	MRPL37	protein_coding	1871	2986	2054	2617	1927	3141	2075	2005
