ï..Ensembl.ID,Gene.symbol,Gene.type,OS1,OS2,OS3,OS4,LS1,LS2,LS3,LS4,OS,LS
ENSG00000139946.9,PELI2,protein_coding,106.8125,101.625,100.4375,110,78.5,75.375,61,102.625,104.71875,79.375
ENSG00000139970.16,RTN1,protein_coding,27.75,35.25,21,14.5,33.875,16.875,28.5,24.25,24.625,25.875
ENSG00000139971.15,C14orf37,protein_coding,21.125,48.375,43.75,45.75,30.125,61,28.5,43.75,39.75,40.84375
ENSG00000139973.15,SYT16,protein_coding,17,23.5,21,23.875,8.5,11.375,6.625,12.625,21.34375,9.78125
ENSG00000139974.15,SLC38A6,protein_coding,376.625,409,459.625,521.5625,517,614.25,602.25,707.125,441.703125,610.15625
ENSG00000139977.13,NAA30,protein_coding,1919.75,1937.625,1833.625,1772.625,1284.625,1478,1335.3125,1468.75,1865.90625,1391.671875
ENSG00000139985.6,ADAM21,protein_coding,14.625,22,9,3.625,19.875,2.5,1.375,5.625,12.3125,7.34375
ENSG00000139988.9,RDH12,protein_coding,1.625,4.5,1.25,0,1,6.125,3.25,4.125,1.84375,3.625
ENSG00000139990.17,DCAF5,protein_coding,1223.75,1564.5,1238.125,1430.625,1819.25,1556.25,1846.1875,1804.625,1364.25,1756.578125
ENSG00000139998.14,RAB15,protein_coding,1242.875,1149.125,1351.375,1247.4375,486.375,960.625,751.6875,673.25,1247.703125,717.984375
ENSG00000140006.11,WDR89,protein_coding,175.9375,179.125,207.25,222.1875,245.5,200.875,229.625,235.75,196.125,227.9375
ENSG00000140009.18,ESR2,protein_coding,24.625,22.625,21,23.875,67.625,35.125,62,66.125,23.03125,57.71875
ENSG00000140015.19,KCNH5,protein_coding,14.625,14.625,10.25,7.75,2.75,6.125,12.75,21,11.8125,10.65625
ENSG00000140022.9,STON2,protein_coding,7.625,12.375,5,4.625,1,6.125,1.375,0.25,7.40625,2.1875
ENSG00000140025.15,EFCAB11,protein_coding,82.75,77.125,82.375,76.25,39.3125,70.125,34.125,53.875,79.625,49.359375
ENSG00000140030.5,GPR65,protein_coding,5.25,3.625,2.625,0,0,3.625,0.375,8,2.875,3
ENSG00000140043.11,PTGR2,protein_coding,58,54.625,43.75,63.75,73,88.25,54.25,45.75,55.03125,65.3125
ENSG00000140044.12,JDP2,protein_coding,83.625,86.5,79.375,105.875,82.125,86.875,55.125,61.9375,88.84375,71.515625
ENSG00000140057.8,AK7,protein_coding,12.375,5.25,3.75,22,4.875,12.75,10.25,10.25,10.84375,9.53125
ENSG00000140090.17,SLC24A4,protein_coding,17,22.625,14.9375,11.25,8.5,16.875,1.375,23.375,16.453125,12.53125
ENSG00000140092.14,FBLN5,protein_coding,8.75,4.5,11.25,6.75,0,0,4.125,2.625,7.8125,1.6875
ENSG00000140104.13,C14orf79,protein_coding,80.625,68.5,99.25,86.5,79.75,85.125,71.375,91.5,83.71875,81.9375
ENSG00000140105.17,WARS,protein_coding,5372.5,5302.375,5179.5,5183.75,5567,4062.5,4835.75,4749.75,5259.53125,4803.75
ENSG00000140153.17,WDR20,protein_coding,511.125,585.25,508.5,510.875,537.625,544.5,519.125,595.0625,528.9375,549.078125
ENSG00000140157.14,NIPA2,protein_coding,1084.75,949.625,1238.125,1270.125,1327.875,1110.75,1476.6875,1216,1135.65625,1282.828125
ENSG00000140199.11,SLC12A6,protein_coding,1601.875,1690.625,1504.875,1603.5,3453.9375,2545.0625,2998,2894.625,1600.21875,2972.90625
ENSG00000140254.12,DUOXA1,protein_coding,0.25,0,0,1.25,3.75,1.25,0,8,0.375,3.25
ENSG00000140259.6,MFAP1,protein_coding,1791.375,1734.75,1745.25,1876.5,1844.375,2033.75,1683.75,1923.5,1786.96875,1871.34375
ENSG00000140262.17,TCF12,protein_coding,4634,4572.125,4405.25,4831.75,4726.125,4048.75,4052.0625,4170.625,4610.78125,4249.390625
ENSG00000140263.13,SORD,protein_coding,482.3125,434.5,566,585.8125,435.375,393.875,325.125,366.125,517.15625,380.125
ENSG00000140264.19,SERF2,protein_coding,5629.875,5534.75,4658.3125,4434,4704.375,3532.375,3488.25,4773.625,5064.234375,4124.65625
ENSG00000140265.12,ZSCAN29,protein_coding,306.0625,335.6875,294.0625,289,393.625,390.625,242.625,325.125,306.203125,338
ENSG00000140279.12,DUOX2,protein_coding,7.625,10.25,2.625,9,5.625,2.5,2.25,10.25,7.375,5.15625
ENSG00000140280.13,LYSMD2,protein_coding,809.5,565.375,634.875,642.4375,443.625,609.125,367.5625,447.3125,663.046875,466.90625
ENSG00000140285.9,FGF7,protein_coding,32,19.5,34.9375,40.375,42.5,30.75,24.625,31.75,31.703125,32.40625
ENSG00000140287.10,HDC,protein_coding,0.25,7.75,2.625,0,1,2.5,4.125,0,2.65625,1.90625
ENSG00000140297.12,GCNT3,protein_coding,1.625,7.75,5,2.5,6.5,8.75,3.25,8,4.21875,6.625
ENSG00000140299.11,BNIP2,protein_coding,6157.25,5296,6482.125,6185.25,4496.125,4669.25,4468.375,4649.375,6030.15625,4570.78125
ENSG00000140307.10,GTF2A2,protein_coding,2220.875,1521.25,2422.6875,2312,2142.0625,2204.375,1852.125,1944.875,2119.203125,2035.859375
ENSG00000140319.10,SRP14,protein_coding,14184.375,12142.375,15845.125,14115,15157.625,15624,12950.5,14217.625,14071.71875,14487.4375
ENSG00000140320.11,BAHD1,protein_coding,808.5,777.375,586,704,692.125,763.625,700.375,757.5,718.96875,728.40625
ENSG00000140323.5,DISP2,protein_coding,756.625,847,722.4375,740,1057.25,1268.625,1132.3125,1064.875,766.515625,1130.765625
ENSG00000140326.12,CDAN1,protein_coding,144.125,190.75,127.625,159.125,245.5,122,221.5,221.75,155.40625,202.6875
ENSG00000140332.15,TLE3,protein_coding,1991.875,2361.25,1904.625,1914.5,2762.875,2402.1875,2112.125,2530.75,2043.0625,2451.984375
ENSG00000140350.15,ANP32A,protein_coding,2174,2047,2106.875,2019.25,1994,1858.125,1910.5,1861.9375,2086.78125,1906.140625
ENSG00000140365.15,COMMD4,protein_coding,1301.8125,1145.875,1290.25,1305.125,529.75,858.25,627.625,818.6875,1260.765625,708.578125
ENSG00000140367.11,UBE2Q2,protein_coding,899.0625,626.0625,701.125,750.125,932.25,1008.125,965.25,866,744.09375,942.90625
ENSG00000140368.12,PSTPIP1,protein_coding,5.25,7.125,5,5.625,7.5,16.875,7.5,32.375,5.75,16.0625
ENSG00000140374.15,ETFA,protein_coding,2692.4375,2450.5,2725.75,2798.875,1733.375,2426.625,1955.625,1929.9375,2666.890625,2011.390625
ENSG00000140379.7,BCL2A1,protein_coding,228.75,133.5,306.25,325.25,86.125,271.875,128.875,180.0625,248.4375,166.734375
ENSG00000140382.14,HMG20A,protein_coding,1126.25,1138.375,1056.9375,1103.25,721.875,750.625,716.0625,729.625,1106.203125,729.546875
ENSG00000140386.12,SCAPER,protein_coding,219.0625,212.625,258.875,221.3125,221.5,311,293.25,226.625,227.96875,263.09375
ENSG00000140391.14,TSPAN3,protein_coding,15845.125,16119.375,19015.625,17106.75,18959.25,21826.25,20758.25,21407.25,17021.71875,20737.75
ENSG00000140395.8,WDR61,protein_coding,1880.8125,1742.875,1964.25,1924.75,1177.0625,1821.1875,1301.5,1230.1875,1878.171875,1382.484375
ENSG00000140396.12,NCOA2,protein_coding,361.375,519.75,395.125,540.5,576.375,411.875,445.9375,475.75,454.1875,477.484375
ENSG00000140398.13,NEIL1,protein_coding,643.5,856.375,712.875,738.5625,646.0625,590.8125,919.5,916.875,737.828125,768.3125
ENSG00000140400.14,MAN2C1,protein_coding,447,658.875,374.75,462.25,782.125,486.0625,955.6875,840.75,485.71875,766.15625
ENSG00000140403.12,DNAJA4,protein_coding,282.875,353.9375,271.25,277.875,1036.625,592.375,685.125,715.9375,296.484375,757.515625
ENSG00000140406.3,MESDC1,protein_coding,2538.625,2244.875,2383.375,2244.625,2393.75,3040.375,2963.25,2599.375,2352.875,2749.1875
ENSG00000140416.19,TPM1,protein_coding,2172.5,1883.25,1939.875,1992.4375,1583.75,1973.25,1650.4375,1496.0625,1997.015625,1675.875
ENSG00000140443.13,IGF1R,protein_coding,3068.75,4027.875,3223,3423.125,2747,2444.75,2349.75,2343.375,3435.6875,2471.21875
ENSG00000140450.8,ARRDC4,protein_coding,52.875,38.25,22.25,32.125,15.875,55.125,6.625,16.75,36.375,23.59375
ENSG00000140451.12,PIF1,protein_coding,196.75,165.125,188.5,199.75,74.125,99.5,133.5,105.125,187.53125,103.0625
ENSG00000140455.16,USP3,protein_coding,1318,1718,1278.25,1339.5,1614.625,1409.5625,1546.5,1718,1413.4375,1572.171875
ENSG00000140463.13,BBS4,protein_coding,321.125,264.5,291.75,261.25,106.625,245.125,185.5,150.125,284.65625,171.84375
ENSG00000140464.19,PML,protein_coding,2024.75,2550.125,2142.875,2142.375,2558.375,2260.375,2606.625,2703.875,2215.03125,2532.3125
ENSG00000140465.13,CYP1A1,protein_coding,150.9375,341.5,292.4375,228,495.125,209.4375,486.375,486.75,253.21875,419.421875
ENSG00000140470.13,ADAMTS17,protein_coding,3.875,8.75,5,5.625,15,5,9.25,6.5,5.8125,8.9375
ENSG00000140471.16,LINS,protein_coding,232.125,236.75,304.875,337.875,399.625,340.1875,401.5625,367.375,277.90625,377.1875
ENSG00000140474.12,ULK3,protein_coding,575.875,716.75,604.75,657.75,697.6875,551.375,705.5,734.1875,638.78125,672.1875
ENSG00000140479.16,PCSK6,protein_coding,50.625,33.75,40.125,43.25,17.875,30.75,40.875,53.875,41.9375,35.84375
ENSG00000140481.13,CCDC33,protein_coding,7.625,6.125,0,6.75,1,2.5,4.125,0,5.125,1.90625
ENSG00000140497.16,SCAMP2,protein_coding,2607.625,3294.625,2531.375,2708.375,3477.125,3563,3279.75,3751.125,2785.5,3517.75
ENSG00000140511.11,HAPLN3,protein_coding,287.75,325.125,189.75,226.125,99.5,162.75,167.75,222.6875,257.1875,163.171875
ENSG00000140521.11,POLG,protein_coding,868.875,1129.375,926.8125,965.5,1598,1034.625,1427.8125,1351,972.640625,1352.859375
ENSG00000140525.17,FANCI,protein_coding,341.375,440.5,397.625,462.25,182.875,282.4375,285.75,319.75,410.4375,267.703125
ENSG00000140526.16,ABHD2,protein_coding,1238.625,1520.875,1203.5,1314.625,1549.5625,1473.5,1464.8125,1417.125,1319.40625,1476.25
ENSG00000140534.13,TICRR,protein_coding,165.625,150.75,124.625,146.1875,75.375,102.0625,93.875,78.375,146.796875,87.421875
ENSG00000140538.16,NTRK3,protein_coding,20,17,19.875,12.375,31,27.875,15.5,15.875,17.3125,22.5625
ENSG00000140543.13,DET1,protein_coding,66.75,78.875,92.625,61,35.125,79.75,52.125,78.375,74.8125,61.34375
ENSG00000140545.14,MFGE8,protein_coding,386.125,411.875,408.25,329.5,464.75,508,447.25,466.25,383.9375,471.5625
ENSG00000140548.9,ZNF710,protein_coding,876.875,1097.125,850,903.375,1163.125,1263.625,1316.875,1206.875,931.84375,1237.625
ENSG00000140553.16,UNC45A,protein_coding,2260.375,2568.5,2572.5,2334.4375,3033.625,2699.125,2832,2873.125,2433.953125,2859.46875
ENSG00000140557.11,ST8SIA2,protein_coding,11.25,17,10.25,11.25,18.875,39.625,4.125,15.125,12.4375,19.4375
ENSG00000140563.14,MCTP2,protein_coding,134.6875,79.75,116,88.75,108.875,142.625,96.5,114.5,104.796875,115.625
ENSG00000140564.10,FURIN,protein_coding,3754.625,3951.625,3494.8125,3776.625,9646,6628.375,9433,9211.8125,3744.421875,8729.796875
ENSG00000140575.12,IQGAP1,protein_coding,30591.5,34826.625,32686,34826.625,33711.875,30657.25,30591.5,30022.875,33232.6875,31245.875
ENSG00000140577.15,CRTC3,protein_coding,942.5,970.875,872.5,808.375,898.875,1009.375,963.375,822.75,898.5625,923.59375
ENSG00000140598.13,EFTUD1,protein_coding,918.0625,749.625,752.4375,751.125,677,798.875,782.125,677.125,792.8125,733.78125
ENSG00000140612.13,SEC11A,protein_coding,4856.75,4010,4911,4796.875,4205.625,4610.625,4295.75,4373.25,4643.65625,4371.3125
ENSG00000140632.16,GLYR1,protein_coding,2574,2735.5,2558.75,2768.5,2735.75,2852.25,2897.875,2888.625,2659.1875,2843.625
ENSG00000140650.11,PMM2,protein_coding,474.25,636.375,457.125,527.875,398.75,373.375,516.75,443.75,523.90625,433.15625
ENSG00000140675.12,SLC5A2,protein_coding,3.875,5.25,9,11.25,18.875,15.375,30.375,25.25,7.34375,22.46875
ENSG00000140678.16,ITGAX,protein_coding,13.375,19.5,11.25,17.875,27.75,38.25,7.5,12.625,15.5,21.53125
ENSG00000140682.18,TGFB1I1,protein_coding,3178.125,3995.25,3213.875,3325.25,1742.1875,2206.3125,2213.3125,1982.4375,3428.125,2036.0625
ENSG00000140688.16,C16orf58,protein_coding,115.625,127,113,127.3125,93.875,92.625,109.875,152.625,120.734375,112.25
ENSG00000140691.16,ARMC5,protein_coding,261.25,309.125,337.8125,288.375,477.625,387.8125,497.4375,545.125,299.140625,477
ENSG00000140694.16,PARN,protein_coding,560.375,447.375,507.3125,620.125,242.625,447.625,390.625,352.625,533.796875,358.375
ENSG00000140718.18,FTO,protein_coding,1441.5,1618.6875,1363.5,1339.5,833.25,1211.9375,1054.25,994.875,1440.796875,1023.578125
ENSG00000140740.10,UQCRC2,protein_coding,3879.5,3841.125,3505.75,3528.375,1980,3069.125,2953.875,2394.875,3688.6875,2599.46875
ENSG00000140743.7,CDR2,protein_coding,977.8125,712,863.25,872.0625,963.375,930.375,798.75,850.9375,856.28125,885.859375
ENSG00000140749.8,IGSF6,protein_coding,6.5,18.75,3.75,7.75,23.875,10.25,22.625,8,9.1875,16.1875
ENSG00000140750.16,ARHGAP17,protein_coding,4127.875,4232,3612.625,3677.125,3131.375,3094.625,3199.75,3032.5,3912.40625,3114.5625
ENSG00000140795.12,MYLK3,protein_coding,6.5,4.5,2.625,4.625,0,5,0,14.375,4.5625,4.84375
ENSG00000140798.15,ABCC12,protein_coding,15.75,7.125,11.25,5.625,7.5,23.625,4.125,5,9.9375,10.0625
ENSG00000140807.5,NKD1,protein_coding,0.25,11.25,6.5,7.75,0,6.125,1.375,5,6.4375,3.125
ENSG00000140829.11,DHX38,protein_coding,1789,2053.6875,1703.9375,1846.6875,2381.5625,1914.0625,2062.625,2027.5,1848.328125,2096.4375
ENSG00000140830.8,TXNL4B,protein_coding,291.0625,288.375,227.375,259.125,231.25,281,260.25,321,266.484375,273.375
ENSG00000140832.9,MARVELD3,protein_coding,3.875,1.125,6.5,6.75,7.5,5,15.5,15.875,4.5625,10.96875
ENSG00000140836.14,ZFHX3,protein_coding,1483.875,2136.4375,1401.875,1519,2660.125,2300.875,2172.5,2330.375,1635.296875,2365.96875
ENSG00000140839.11,CLEC18B,protein_coding,13.375,1.125,12.625,16.75,74.125,48.375,62,25.25,10.96875,52.4375
ENSG00000140848.16,CPNE2,protein_coding,1443.875,1573.5,1431.75,1571.25,1434.4375,1248.0625,1185.625,1423.375,1505.09375,1322.875
ENSG00000140853.15,NLRC5,protein_coding,384.8125,638.5,480.6875,496.1875,734.4375,603.25,784,726,500.046875,711.921875
ENSG00000140854.12,KATNB1,protein_coding,447,640.0625,398.875,399.625,271.875,350.625,214.625,268.5,471.390625,276.40625
ENSG00000140859.15,KIFC3,protein_coding,900.875,1048.3125,818.9375,839,923.4375,758.3125,948.875,975.5,901.78125,901.53125
ENSG00000140873.15,ADAMTS18,protein_coding,683.875,892.625,884.9375,803.625,980.875,1022.125,1582.4375,1390.1875,816.265625,1243.90625
ENSG00000140876.11,NUDT7,protein_coding,7.625,3.625,21,9,18.875,6.125,6.625,1.75,10.3125,8.34375
ENSG00000140905.9,GCSH,protein_coding,180.125,160.875,186.625,183.1875,102.875,93.875,75,107.75,177.703125,94.875
ENSG00000140931.19,CMTM3,protein_coding,1697.125,2070.0625,1819.5625,2125.0625,1964,1961.75,1789.5,1800.6875,1927.953125,1878.984375
ENSG00000140932.9,CMTM2,protein_coding,0.25,3.625,0,0,0,0,0,0,0.96875,0
ENSG00000140937.13,CDH11,protein_coding,309.625,287.375,330.75,268.875,536,395.125,578.25,498.375,299.15625,501.9375
ENSG00000140939.14,NOL3,protein_coding,114.5,131.625,90.5,118.125,135.625,142.625,123.5,154.875,113.6875,139.15625
ENSG00000140941.12,MAP1LC3B,protein_coding,11367.625,9630.125,11058.375,11562.375,10819.0625,10340.125,9409.875,9815.75,10904.625,10096.20313
ENSG00000140943.16,MBTPS1,protein_coding,3015,2805.375,2813.25,2895.4375,2826.5,2772,2992.25,2742.875,2882.265625,2833.40625
ENSG00000140945.15,CDH13,protein_coding,2454.625,3643.875,2729.875,2758.4375,2367.0625,3517.625,3441.125,3249.25,2896.703125,3143.765625
ENSG00000140948.11,ZCCHC14,protein_coding,964,972.3125,828.5625,940.875,886.75,726.5,844.75,778.1875,926.4375,809.046875
ENSG00000140950.15,TLDC1,protein_coding,525.625,534.5,536.875,519.875,704.5,850.375,668.25,633,529.21875,714.03125
ENSG00000140961.12,OSGIN1,protein_coding,214.75,273.5,306.25,224.375,751,492,599.8125,536.875,254.71875,594.921875
ENSG00000140983.13,RHOT2,protein_coding,1549.5625,1765,1638.0625,1733.25,1354.125,1501.5625,1555.25,1638.0625,1671.46875,1512.25
ENSG00000140986.7,RPL3L,protein_coding,1.625,2.125,5,14.5,13.125,1.25,6.625,1.75,5.8125,5.6875
ENSG00000140987.19,ZSCAN32,protein_coding,17.875,19.5,18.75,1.25,25.875,2.5,9.25,11.875,14.34375,12.375
ENSG00000140988.15,RPS2,protein_coding,27112.75,22318.875,28691.625,25390.125,12707.125,15866.375,14817,12941.3125,25878.34375,14082.95313
ENSG00000140990.14,NDUFB10,protein_coding,3715.75,3223.8125,3802.75,3865.375,2896.25,2831.5,2566.9375,2653.5,3651.921875,2737.046875
ENSG00000140992.18,PDPK1,protein_coding,1248.25,1331.875,1188.25,1181.5,1401,1321.4375,1338.875,1355.5,1237.46875,1354.203125
ENSG00000140993.10,TIGD7,protein_coding,34,19.5,24.625,21,33.875,36.875,32.375,36,24.78125,34.78125
ENSG00000140995.16,DEF8,protein_coding,1651.875,1711.9375,1922.375,1665.875,1447.875,1688.375,1377.25,1642.375,1738.015625,1538.96875
ENSG00000141002.18,TCF25,protein_coding,2214.5,2581.25,2555.5,2441.125,1435.125,1569.75,2106.125,1955.625,2448.09375,1766.65625
ENSG00000141012.12,GALNS,protein_coding,1021.75,1196.0625,1103.375,1073.5,2011.625,1620,1931.75,1846.875,1098.671875,1852.5625
ENSG00000141013.14,GAS8,protein_coding,281.75,277.75,244.75,265.5,264.375,273.1875,302.375,203.5,267.4375,260.859375
ENSG00000141026.5,MED9,protein_coding,145,222.875,181,202,146.5,217.5,182.0625,180.0625,187.71875,181.53125
ENSG00000141027.20,NCOR1,protein_coding,7682.0625,8352.75,7807.375,8079.5,8420.375,7326.5,7617.25,7403.5,7980.421875,7691.90625
ENSG00000141030.12,COPS3,protein_coding,556.25,621,629,700.5625,539.5,630.375,599.125,545.875,626.703125,578.71875
ENSG00000141034.9,GID4,protein_coding,581.625,459.5,482.125,556.75,590.9375,500.375,445.9375,505.25,520,510.625
ENSG00000141040.14,ZNF287,protein_coding,109.125,97,78.25,116.125,102,102.0625,72.625,55.5,100.125,83.046875
ENSG00000141052.17,MYOCD,protein_coding,8.75,3.625,5,13.375,5.625,14.125,8.5,10.25,7.6875,9.625
ENSG00000141068.13,KSR1,protein_coding,339.1875,422.375,362.75,364.25,403.125,416.25,428.75,342.75,372.140625,397.71875
ENSG00000141076.17,CIRH1A,protein_coding,1290.375,1294.125,1423,1287.875,1155.0625,1084.875,1123.125,1273.375,1323.84375,1159.109375
ENSG00000141084.10,RANBP10,protein_coding,1023,1192.75,1015,947.25,1048.0625,941.375,996.875,1071.125,1044.5,1014.359375
ENSG00000141098.12,GFOD2,protein_coding,1044.8125,1039.5,1055.5,914.5,913,738.875,921.625,816.25,1013.578125,847.4375
ENSG00000141101.12,NOB1,protein_coding,1476,1426.625,1458.375,1443.375,1062.125,1145.25,1205.3125,1080.875,1451.09375,1123.390625
ENSG00000141127.14,PRPSAP2,protein_coding,570,530.5625,595.3125,697,514.75,527.625,552.75,508.4375,598.21875,525.890625
ENSG00000141161.11,UNC45B,protein_coding,0.25,2.125,0,5.625,0,5,0,2.625,2,1.90625
ENSG00000141179.13,PCTP,protein_coding,182.3125,172.1875,149.375,179.5,146.5,173.5,166.625,129.875,170.84375,154.125
ENSG00000141198.13,TOM1L1,protein_coding,8.75,8.75,17.5,12.375,7.5,6.125,5.625,4.125,11.84375,5.84375
ENSG00000141219.15,C17orf80,protein_coding,579.25,608.125,568.375,570.4375,593.375,530.9375,444.75,482.125,581.546875,512.796875
ENSG00000141232.4,TOB1,protein_coding,560.375,571.3125,621.25,691.4375,1899.4375,949.625,1548.75,1459.875,611.09375,1464.421875
ENSG00000141252.19,VPS53,protein_coding,1428.1875,1950.125,1674.375,1610.25,1430,1568,1802.125,1707.125,1665.734375,1626.8125
ENSG00000141258.12,SGSM2,protein_coding,1089.75,1476.375,1197.125,1075.25,1332.6875,1216.75,1528.6875,1424.5625,1209.625,1375.671875
ENSG00000141279.15,NPEPPS,protein_coding,2839.25,2898.8125,2831,2825.75,5545.4375,4462.75,5296,5408.5,2848.703125,5178.171875
ENSG00000141293.15,SKAP1,protein_coding,12.375,8.75,14.9375,9,1.875,5,0.375,0,11.265625,1.8125
ENSG00000141294.9,LRRC46,protein_coding,24.625,43.75,16.25,23.875,65.375,21,54.25,53.875,27.125,48.625
ENSG00000141295.13,SCRN2,protein_coding,239,256.125,255.375,243.5,170.75,165.875,129.625,178.125,248.5,161.09375
ENSG00000141298.17,SSH2,protein_coding,5287.125,6218.75,5528.25,6011.75,5490.4375,4369.625,5190.875,5094.875,5761.46875,5036.453125
ENSG00000141314.12,RHBDL3,protein_coding,1.625,4.5,2.625,3.625,5.625,3.625,5,0,3.09375,3.5625
ENSG00000141337.12,ARSG,protein_coding,150.125,192.625,159.875,179.5,75.375,102.0625,70.625,88.75,170.53125,84.203125
ENSG00000141338.13,ABCA8,protein_coding,41.25,55.375,63.375,41.375,3.75,5,7.5,13.375,50.34375,7.40625
ENSG00000141349.8,G6PC3,protein_coding,605.25,667.9375,598.4375,458.75,455.125,586,545.625,556,582.59375,535.6875
ENSG00000141367.11,CLTC,protein_coding,21916.5,24148,23117.5,24148,25098.25,20942.125,20574.25,22490.125,23332.5,22276.1875
ENSG00000141376.20,BCAS3,protein_coding,276.125,288.875,309.5625,243.5,169.625,282.4375,211.125,201,279.515625,216.046875
ENSG00000141378.14,PTRH2,protein_coding,1691.625,1615.125,2099.375,1800.875,1508.75,1784.25,1966.6875,1734.4375,1801.75,1748.53125
ENSG00000141380.13,SS18,protein_coding,2518.375,2516.375,2451.75,2400.1875,2695.6875,3583.125,3392.75,3163.9375,2471.671875,3208.875
ENSG00000141384.11,TAF4B,protein_coding,110,69.375,79.375,94.875,30.125,88.25,65.125,46.75,88.40625,57.5625
ENSG00000141385.9,AFG3L2,protein_coding,754.8125,747.875,597.25,623.9375,445.5,420.875,451.125,457.25,680.96875,443.6875
ENSG00000141391.13,SLMO1,protein_coding,126.5,204.875,161.75,182.25,193.5,251.875,241.125,184.5,168.84375,217.75
ENSG00000141401.11,IMPA2,protein_coding,36,28.125,21,34,21.875,11.375,6.625,8,29.78125,11.96875
ENSG00000141404.15,GNAL,protein_coding,2.75,22.625,5,19.875,2.75,11.375,22.625,20,12.5625,14.1875
ENSG00000141424.12,SLC39A6,protein_coding,721.3125,712,685.25,753.625,1104.625,948.125,1129.125,959.875,718.046875,1035.4375
ENSG00000141425.17,RPRD1A,protein_coding,3463.5,3092.6875,3463,3494.8125,3707.75,4165.4375,3179.625,3392.75,3378.5,3611.390625
ENSG00000141428.16,C18orf21,protein_coding,1061.875,955.1875,909,957.25,945.125,1064.5,884.5,701.875,970.828125,899
ENSG00000141429.13,GALNT1,protein_coding,12284.75,11814,12605.5,13257,10656.875,10185.375,10593,10082.625,12490.3125,10379.46875
ENSG00000141431.9,ASXL3,protein_coding,57.25,69.375,26.75,49,72.125,63.375,38.25,63,50.59375,59.1875
ENSG00000141433.12,ADCYAP1,protein_coding,0.25,0,5,5.625,1,0,0.375,1.25,2.71875,0.65625
ENSG00000141437.8,SLC25A52,protein_coding,39.25,51.375,42.375,37,43.625,58,69.5,31.75,42.5,50.71875
ENSG00000141441.15,GAREM,protein_coding,75.625,60.25,102.625,122.25,128.875,111.125,37,110.375,90.1875,96.84375
ENSG00000141446.10,ESCO1,protein_coding,513.875,582.5,697.1875,647.375,724.375,569.625,643.5625,542.4375,610.234375,620
ENSG00000141447.16,OSBPL1A,protein_coding,389.6875,422.9375,475.8125,452.4375,238.875,238.6875,201.5,284.1875,435.21875,240.8125
ENSG00000141448.8,GATA6,protein_coding,610.25,458.625,346.875,471.125,472.5,529.125,427.5625,511.875,471.71875,485.265625
ENSG00000141449.14,GREB1L,protein_coding,19.125,17.875,37,22.875,47.625,12.75,48.375,33.5,24.21875,35.5625
ENSG00000141452.9,C18orf8,protein_coding,228.75,271.25,220.375,204.125,369.75,305.4375,316.5,270,231.125,315.421875
ENSG00000141456.14,PELP1,protein_coding,779.875,868.25,752.4375,749.625,683,672.875,698.25,701.875,787.546875,689
ENSG00000141458.12,NPC1,protein_coding,2182.9375,2616.125,2248.75,2151.9375,6834.25,5416.625,6506.125,6512,2299.9375,6317.25
ENSG00000141469.16,SLC14A1,protein_coding,3.875,2.75,1.25,9,3.75,1.25,17,12.625,4.21875,8.65625
ENSG00000141480.17,ARRB2,protein_coding,494,612.625,491.75,547.875,561.625,565,511.0625,507.375,536.5625,536.265625
ENSG00000141485.15,SLC13A5,protein_coding,22.375,5.25,10.25,11.25,13.125,27.875,13.75,11.25,12.28125,16.5
ENSG00000141499.16,WRAP53,protein_coding,186.9375,162.125,132.625,166.8125,187.25,117.875,221.5,176.25,162.125,175.71875
ENSG00000141503.15,MINK1,protein_coding,1660,2525.875,1764.5625,1851.5625,2563.75,1817.375,2793,2438.875,1950.5,2403.25
ENSG00000141504.11,SAT2,protein_coding,732.875,783.875,823.5,850.375,708.5,751.875,869.4375,850.9375,797.65625,795.1875
ENSG00000141505.11,ASGR1,protein_coding,325.75,326.625,244.75,289,374.125,242.625,315.125,367.375,296.53125,324.8125
ENSG00000141506.13,PIK3R5,protein_coding,5.25,7.125,0,1.25,0,6.125,4.125,4.125,3.40625,3.59375
ENSG00000141510.15,TP53,protein_coding,3479.625,3427.25,3140.5,3281.25,1883.75,2165,2205.875,2050.125,3332.15625,2076.1875
ENSG00000141519.14,CCDC40,protein_coding,78.5625,51.375,42.375,55.375,53.75,36.875,19,45.75,56.921875,38.84375
ENSG00000141522.11,ARHGDIA,protein_coding,970.125,1052.375,971.1875,1115.75,930,845.0625,938.5,1025.5,1027.359375,934.765625
ENSG00000141524.15,TMC6,protein_coding,487.625,514.375,471,455.375,429.625,383.5,546.625,535.1875,482.09375,473.734375
ENSG00000141526.14,SLC16A3,protein_coding,2648.9375,2851.375,2786,2571.75,3658.75,4158.625,4308.125,4486.375,2714.515625,4152.96875
ENSG00000141527.16,CARD14,protein_coding,24.625,28.125,16.25,15.625,68.625,29.125,33.375,37.625,21.15625,42.1875
ENSG00000141540.10,TTYH2,protein_coding,51.75,42.75,44.75,43.875,9.25,3.625,2.25,9.625,45.78125,6.1875
ENSG00000141542.10,RAB40B,protein_coding,327,211.625,177.75,260,23,129.125,57,39.25,244.09375,62.09375
ENSG00000141543.9,EIF4A3,protein_coding,2558.0625,2079.375,2698.625,2740.8125,2030.375,2039.75,2066.5,2298.6875,2519.21875,2108.828125
